Bus_Numbers,Passenger_Number,Iteration_Times,Pheromone,Alpha,Beta,Volatile_Coefficient,Ant_Pheromone_Quality,Ants_Number,Shortest_Line,shortest_Time,Cut_Lines,Cut_Times
30,10,100,15,3,3,0.5,115,35,"[10, 14, 3, 0, 18, 25, 17, 15, 1, 2, 9, 24, 8, 12, 6, 28, 21, 20, 13, 7, 5, 26, 19, 4, 27, 16, 11, 22, 29, 23, 10]",136.1652602,"[[3, 0, 18, 25, 17, 15, 1], [2, 9, 24, 8, 12, 6, 28], [21, 20, 13, 7, 5, 26, 19], [4, 27, 16, 11, 22, 29, 23], [10, 14]]",366.5381993
30,10,100,15,3,3,0.5,130,25,"[21, 6, 9, 2, 15, 1, 24, 8, 12, 25, 0, 18, 17, 19, 13, 7, 5, 3, 14, 10, 4, 27, 16, 26, 20, 28, 23, 22, 29, 11, 21]",140.8868136,"[[1, 24, 8, 12, 25, 0, 18], [17, 19, 13, 7, 5, 3, 14], [10, 4, 27, 16, 26, 20, 28], [23, 22, 29, 11, 21, 6, 9], [2, 15]]",223.770668
30,10,100,15,3,3,0.5,130,30,"[12, 8, 24, 13, 7, 5, 26, 19, 17, 11, 22, 18, 0, 25, 3, 14, 10, 4, 27, 16, 1, 2, 6, 20, 28, 21, 15, 9, 23, 29, 12]",133.9058571,"[[8, 24, 13, 7, 5, 26, 19], [17, 11, 22, 18, 0, 25, 3], [14, 10, 4, 27, 16, 1, 2], [6, 20, 28, 21, 15, 9, 23], [29, 12]]",283.4696112
30,10,100,15,3,3,0.5,130,35,"[12, 8, 24, 15, 2, 28, 1, 18, 0, 25, 3, 10, 14, 16, 27, 4, 13, 7, 5, 26, 19, 6, 20, 21, 9, 17, 22, 11, 29, 23, 12]",135.7221729,"[[15, 2, 28, 1, 18, 0, 25], [3, 10, 14, 16, 27, 4, 13], [7, 5, 26, 19, 6, 20, 21], [9, 17, 22, 11, 29, 23, 12], [8, 24]]",289.5639988
30,10,100,15,3,3,0.5,145,25,"[11, 22, 29, 24, 8, 15, 2, 9, 6, 20, 5, 26, 19, 14, 3, 10, 25, 18, 0, 12, 27, 4, 7, 13, 16, 23, 1, 28, 21, 17, 11]",125.2032564,"[[22, 29, 24, 8, 15, 2, 9], [6, 20, 5, 26, 19, 14, 3], [10, 25, 18, 0, 12, 27, 4], [7, 13, 16, 23, 1, 28, 21], [17, 11]]",206.2818244
30,10,100,15,3,3,0.5,145,30,"[19, 0, 18, 25, 3, 14, 10, 2, 15, 1, 21, 4, 27, 16, 17, 12, 24, 11, 22, 29, 23, 26, 5, 7, 13, 20, 6, 28, 8, 9, 19]",131.344534,"[[19, 0, 18, 25, 3, 14, 10], [2, 15, 1, 21, 4, 27, 16], [17, 12, 24, 11, 22, 29, 23], [26, 5, 7, 13, 20, 6, 28], [8, 9]]",265.6127119
30,10,100,15,3,3,0.5,145,35,"[23, 13, 19, 7, 5, 4, 27, 10, 14, 3, 25, 18, 0, 1, 8, 24, 15, 2, 6, 20, 9, 28, 21, 26, 22, 11, 29, 16, 17, 12, 23]",140.2940984,"[[19, 7, 5, 4, 27, 10, 14], [3, 25, 18, 0, 1, 8, 24], [15, 2, 6, 20, 9, 28, 21], [26, 22, 11, 29, 16, 17, 12], [23, 13]]",225.3875374
30,10,100,15,3,3,0.5,160,25,"[20, 6, 21, 0, 18, 25, 1, 15, 2, 28, 9, 8, 12, 14, 3, 10, 24, 27, 16, 19, 13, 5, 7, 4, 23, 11, 22, 17, 29, 26, 20]",119.871993,"[[1, 15, 2, 28, 9, 8, 12], [14, 3, 10, 24, 27, 16, 19], [13, 5, 7, 4, 23, 11, 22], [17, 29, 26, 20, 6, 21, 0], [18, 25]]",177.0590043
30,10,100,15,3,3,0.5,160,30,"[16, 27, 0, 18, 25, 3, 14, 12, 24, 1, 2, 15, 28, 20, 13, 19, 6, 21, 9, 8, 17, 22, 4, 26, 5, 7, 23, 29, 11, 10, 16]",132.1443216,"[[27, 0, 18, 25, 3, 14, 12], [24, 1, 2, 15, 28, 20, 13], [19, 6, 21, 9, 8, 17, 22], [4, 26, 5, 7, 23, 29, 11], [10, 16]]",272.0484229
30,10,100,15,3,3,0.5,160,35,"[8, 24, 1, 15, 2, 28, 9, 20, 13, 0, 18, 12, 10, 14, 3, 25, 27, 16, 4, 7, 5, 19, 26, 23, 22, 11, 29, 17, 21, 6, 8]",128.0366871,"[[28, 9, 20, 13, 0, 18, 12], [10, 14, 3, 25, 27, 16, 4], [7, 5, 19, 26, 23, 22, 11], [29, 17, 21, 6, 8, 24, 1], [15, 2]]",278.6180093
30,10,100,15,3,3,0.5,175,25,"[26, 0, 18, 25, 3, 14, 10, 16, 27, 4, 13, 7, 5, 19, 20, 6, 2, 15, 1, 24, 8, 9, 28, 21, 22, 11, 29, 23, 17, 12, 26]",147.5589233,"[[25, 3, 14, 10, 16, 27, 4], [13, 7, 5, 19, 20, 6, 2], [15, 1, 24, 8, 9, 28, 21], [22, 11, 29, 23, 17, 12, 26], [0, 18]]",293.3969283
30,10,100,15,3,3,0.5,175,30,"[12, 24, 8, 15, 2, 9, 19, 0, 18, 25, 10, 14, 3, 27, 16, 4, 1, 28, 11, 22, 5, 20, 6, 21, 13, 7, 26, 23, 29, 17, 12]",132.0260086,"[[8, 15, 2, 9, 19, 0, 18], [25, 10, 14, 3, 27, 16, 4], [1, 28, 11, 22, 5, 20, 6], [21, 13, 7, 26, 23, 29, 17], [12, 24]]",256.6983453
30,10,100,15,3,3,0.5,175,35,"[24, 8, 15, 1, 9, 2, 28, 6, 20, 0, 18, 25, 12, 3, 14, 10, 16, 27, 4, 5, 7, 13, 19, 26, 23, 22, 29, 11, 17, 21, 24]",124.495316,"[[24, 8, 15, 1, 9, 2, 28], [6, 20, 0, 18, 25, 12, 3], [14, 10, 16, 27, 4, 5, 7], [13, 19, 26, 23, 22, 29, 11], [17, 21]]",280.1093477
30,10,100,15,3,3,0.6,115,25,"[20, 6, 0, 18, 25, 14, 3, 12, 17, 22, 11, 29, 23, 16, 27, 5, 7, 26, 19, 13, 24, 2, 15, 8, 9, 1, 28, 21, 10, 4, 20]",136.2424072,"[[18, 25, 14, 3, 12, 17, 22], [11, 29, 23, 16, 27, 5, 7], [26, 19, 13, 24, 2, 15, 8], [9, 1, 28, 21, 10, 4, 20], [6, 0]]",265.30012
30,10,100,15,3,3,0.6,115,30,"[28, 17, 25, 14, 3, 10, 18, 0, 1, 6, 20, 15, 2, 9, 24, 8, 12, 11, 22, 29, 16, 27, 7, 5, 26, 19, 13, 23, 4, 21, 28]",127.8843336,"[[25, 14, 3, 10, 18, 0, 1], [6, 20, 15, 2, 9, 24, 8], [12, 11, 22, 29, 16, 27, 7], [5, 26, 19, 13, 23, 4, 21], [28, 17]]",310.5278799
30,10,100,15,3,3,0.6,115,35,"[9, 2, 15, 1, 8, 24, 0, 18, 25, 3, 10, 14, 27, 4, 5, 7, 19, 13, 20, 6, 28, 11, 22, 12, 16, 23, 29, 17, 26, 21, 9]",113.9390159,"[[1, 8, 24, 0, 18, 25, 3], [10, 14, 27, 4, 5, 7, 19], [13, 20, 6, 28, 11, 22, 12], [16, 23, 29, 17, 26, 21, 9], [2, 15]]",225.1282908
30,10,100,15,3,3,0.6,130,25,"[9, 15, 2, 12, 8, 24, 21, 28, 6, 20, 5, 26, 0, 18, 17, 22, 1, 3, 10, 14, 25, 16, 4, 27, 7, 19, 13, 23, 29, 11, 9]",140.1201069,"[[12, 8, 24, 21, 28, 6, 20], [5, 26, 0, 18, 17, 22, 1], [3, 10, 14, 25, 16, 4, 27], [7, 19, 13, 23, 29, 11, 9], [15, 2]]",272.9139917
30,10,100,15,3,3,0.6,130,30,"[21, 23, 11, 18, 0, 25, 1, 2, 15, 9, 8, 12, 19, 7, 5, 3, 10, 14, 29, 22, 16, 27, 4, 17, 24, 26, 13, 6, 20, 28, 21]",125.0530415,"[[11, 18, 0, 25, 1, 2, 15], [9, 8, 12, 19, 7, 5, 3], [10, 14, 29, 22, 16, 27, 4], [17, 24, 26, 13, 6, 20, 28], [21, 23]]",178.2870266
30,10,100,15,3,3,0.6,130,35,"[11, 22, 29, 17, 0, 18, 25, 3, 14, 10, 9, 2, 15, 1, 24, 8, 4, 7, 19, 13, 20, 6, 5, 26, 16, 27, 23, 12, 28, 21, 11]",140.7089785,"[[18, 25, 3, 14, 10, 9, 2], [15, 1, 24, 8, 4, 7, 19], [13, 20, 6, 5, 26, 16, 27], [23, 12, 28, 21, 11, 22, 29], [17, 0]]",365.484361
30,10,100,15,3,3,0.6,145,25,"[19, 13, 7, 5, 26, 4, 27, 16, 12, 0, 18, 25, 3, 10, 14, 1, 15, 2, 28, 9, 8, 24, 17, 29, 11, 22, 23, 20, 6, 21, 19]",143.1081698,"[[7, 5, 26, 4, 27, 16, 12], [0, 18, 25, 3, 10, 14, 1], [15, 2, 28, 9, 8, 24, 17], [29, 11, 22, 23, 20, 6, 21], [19, 13]]",352.5379967
30,10,100,15,3,3,0.6,145,30,"[11, 22, 29, 0, 14, 3, 10, 25, 18, 17, 16, 4, 27, 5, 26, 9, 2, 15, 1, 24, 8, 12, 6, 28, 20, 13, 7, 19, 21, 23, 11]",125.9854704,"[[3, 10, 25, 18, 17, 16, 4], [27, 5, 26, 9, 2, 15, 1], [24, 8, 12, 6, 28, 20, 13], [7, 19, 21, 23, 11, 22, 29], [0, 14]]",330.5678649
30,10,100,15,3,3,0.6,145,35,"[3, 14, 10, 25, 18, 0, 12, 24, 7, 5, 26, 13, 27, 4, 17, 23, 29, 11, 22, 16, 8, 9, 2, 15, 1, 6, 21, 28, 20, 19, 3]",137.1108639,"[[0, 12, 24, 7, 5, 26, 13], [27, 4, 17, 23, 29, 11, 22], [16, 8, 9, 2, 15, 1, 6], [21, 28, 20, 19, 3, 14, 10], [25, 18]]",268.1242069
30,10,100,15,3,3,0.6,160,25,"[13, 19, 0, 18, 25, 3, 14, 10, 12, 4, 27, 16, 8, 24, 15, 2, 28, 1, 9, 21, 6, 20, 5, 7, 26, 23, 11, 22, 29, 17, 13]",140.8035261,"[[13, 19, 0, 18, 25, 3, 14], [10, 12, 4, 27, 16, 8, 24], [15, 2, 28, 1, 9, 21, 6], [20, 5, 7, 26, 23, 11, 22], [29, 17]]",202.9000531
30,10,100,15,3,3,0.6,160,30,"[22, 11, 29, 16, 23, 4, 7, 5, 26, 19, 20, 6, 2, 15, 1, 24, 8, 12, 0, 18, 25, 3, 14, 10, 9, 28, 13, 27, 17, 21, 22]",125.1859272,"[[22, 11, 29, 16, 23, 4, 7], [5, 26, 19, 20, 6, 2, 15], [1, 24, 8, 12, 0, 18, 25], [3, 14, 10, 9, 28, 13, 27], [17, 21]]",293.4754829
30,10,100,15,3,3,0.6,160,35,"[1, 0, 18, 25, 2, 15, 8, 24, 9, 28, 21, 6, 20, 13, 5, 7, 19, 26, 3, 14, 10, 22, 11, 4, 27, 16, 17, 12, 23, 29, 1]",124.3958553,"[[8, 24, 9, 28, 21, 6, 20], [13, 5, 7, 19, 26, 3, 14], [10, 22, 11, 4, 27, 16, 17], [12, 23, 29, 1, 0, 18, 25], [2, 15]]",213.0922991
30,10,100,15,3,3,0.6,175,25,"[10, 25, 0, 18, 9, 2, 15, 1, 24, 8, 17, 12, 11, 22, 29, 23, 7, 5, 19, 13, 3, 14, 27, 4, 26, 16, 20, 21, 6, 28, 10]",107.4109989,"[[18, 9, 2, 15, 1, 24, 8], [17, 12, 11, 22, 29, 23, 7], [5, 19, 13, 3, 14, 27, 4], [26, 16, 20, 21, 6, 28, 10], [25, 0]]",166.4723161
30,10,100,15,3,3,0.6,175,30,"[5, 7, 26, 19, 8, 24, 1, 2, 15, 9, 28, 6, 20, 13, 27, 16, 17, 0, 18, 12, 25, 14, 3, 10, 4, 23, 11, 21, 29, 22, 5]",129.9324128,"[[8, 24, 1, 2, 15, 9, 28], [6, 20, 13, 27, 16, 17, 0], [18, 12, 25, 14, 3, 10, 4], [23, 11, 21, 29, 22, 5, 7], [26, 19]]",283.1052434
30,10,100,15,3,3,0.6,175,35,"[29, 22, 11, 17, 8, 9, 21, 28, 2, 15, 1, 18, 0, 24, 25, 3, 10, 14, 12, 16, 27, 4, 5, 7, 26, 13, 19, 20, 6, 23, 29]",123.0171276,"[[22, 11, 17, 8, 9, 21, 28], [2, 15, 1, 18, 0, 24, 25], [3, 10, 14, 12, 16, 27, 4], [5, 7, 26, 13, 19, 20, 6], [23, 29]]",262.3360511
30,10,100,15,3,3,0.7,115,25,"[3, 14, 0, 12, 8, 17, 16, 27, 13, 20, 6, 28, 2, 15, 1, 24, 21, 9, 25, 18, 11, 22, 29, 23, 4, 26, 5, 7, 19, 10, 3]",115.5573896,"[[16, 27, 13, 20, 6, 28, 2], [15, 1, 24, 21, 9, 25, 18], [11, 22, 29, 23, 4, 26, 5], [7, 19, 10, 3, 14, 0, 12], [8, 17]]",284.8016428
30,10,100,15,3,3,0.7,115,30,"[27, 4, 16, 17, 1, 0, 18, 25, 3, 14, 10, 24, 2, 15, 8, 19, 9, 13, 5, 7, 26, 20, 6, 28, 21, 12, 11, 22, 29, 23, 27]",136.7401836,"[[16, 17, 1, 0, 18, 25, 3], [14, 10, 24, 2, 15, 8, 19], [9, 13, 5, 7, 26, 20, 6], [28, 21, 12, 11, 22, 29, 23], [27, 4]]",276.5099925
30,10,100,15,3,3,0.7,115,35,"[7, 5, 26, 16, 0, 18, 25, 3, 10, 14, 27, 4, 19, 13, 20, 6, 28, 15, 1, 12, 24, 8, 2, 9, 21, 22, 29, 11, 17, 23, 7]",124.5786328,"[[25, 3, 10, 14, 27, 4, 19], [13, 20, 6, 28, 15, 1, 12], [24, 8, 2, 9, 21, 22, 29], [11, 17, 23, 7, 5, 26, 16], [0, 18]]",162.0462445
30,10,100,15,3,3,0.7,130,25,"[6, 20, 2, 15, 9, 28, 21, 1, 24, 8, 12, 0, 18, 25, 10, 3, 14, 17, 16, 27, 4, 7, 13, 19, 5, 26, 11, 29, 23, 22, 6]",130.6262982,"[[6, 20, 2, 15, 9, 28, 21], [1, 24, 8, 12, 0, 18, 25], [10, 3, 14, 17, 16, 27, 4], [7, 13, 19, 5, 26, 11, 29], [23, 22]]",241.2020991
30,10,100,15,3,3,0.7,130,30,"[7, 26, 5, 19, 13, 15, 1, 2, 9, 28, 24, 8, 0, 18, 25, 3, 14, 10, 12, 17, 16, 4, 27, 23, 29, 22, 11, 20, 6, 21, 7]",138.4287431,"[[5, 19, 13, 15, 1, 2, 9], [28, 24, 8, 0, 18, 25, 3], [14, 10, 12, 17, 16, 4, 27], [23, 29, 22, 11, 20, 6, 21], [7, 26]]",304.8490478
30,10,100,15,3,3,0.7,130,35,"[10, 3, 14, 25, 18, 0, 12, 17, 8, 15, 1, 24, 28, 2, 9, 21, 6, 20, 13, 7, 19, 5, 26, 4, 27, 16, 23, 11, 22, 29, 10]",133.8904526,"[[3, 14, 25, 18, 0, 12, 17], [8, 15, 1, 24, 28, 2, 9], [21, 6, 20, 13, 7, 19, 5], [26, 4, 27, 16, 23, 11, 22], [29, 10]]",368.7338198
30,10,100,15,3,3,0.7,145,25,"[2, 15, 9, 21, 0, 18, 12, 1, 24, 3, 25, 14, 10, 16, 27, 19, 5, 26, 7, 4, 23, 29, 22, 11, 17, 8, 28, 6, 20, 13, 2]",131.943384,"[[0, 18, 12, 1, 24, 3, 25], [14, 10, 16, 27, 19, 5, 26], [7, 4, 23, 29, 22, 11, 17], [8, 28, 6, 20, 13, 2, 15], [9, 21]]",227.6985259
30,10,100,15,3,3,0.7,145,30,"[10, 4, 27, 0, 18, 25, 3, 14, 19, 16, 17, 20, 13, 7, 5, 26, 23, 11, 22, 29, 9, 15, 2, 1, 24, 8, 12, 6, 21, 28, 10]",127.3347366,"[[3, 14, 19, 16, 17, 20, 13], [7, 5, 26, 23, 11, 22, 29], [9, 15, 2, 1, 24, 8, 12], [6, 21, 28, 10, 4, 27, 0], [18, 25]]",176.2721208
30,10,100,15,3,3,0.7,145,35,"[3, 10, 14, 25, 0, 18, 12, 8, 24, 1, 15, 2, 9, 7, 5, 4, 6, 20, 13, 23, 11, 22, 29, 17, 27, 16, 28, 21, 26, 19, 3]",127.6825241,"[[18, 12, 8, 24, 1, 15, 2], [9, 7, 5, 4, 6, 20, 13], [23, 11, 22, 29, 17, 27, 16], [28, 21, 26, 19, 3, 10, 14], [25, 0]]",277.0462684
30,10,100,15,3,3,0.7,160,25,"[25, 18, 0, 12, 8, 24, 2, 15, 9, 1, 28, 21, 6, 20, 13, 19, 5, 7, 27, 3, 14, 10, 17, 16, 4, 26, 11, 22, 29, 23, 25]",127.1944711,"[[25, 18, 0, 12, 8, 24, 2], [15, 9, 1, 28, 21, 6, 20], [13, 19, 5, 7, 27, 3, 14], [10, 17, 16, 4, 26, 11, 22], [29, 23]]",207.6957303
30,10,100,15,3,3,0.7,160,30,"[17, 16, 27, 4, 0, 14, 3, 10, 25, 12, 18, 9, 2, 15, 1, 24, 8, 22, 29, 11, 23, 7, 5, 26, 19, 13, 6, 20, 28, 21, 17]",122.8380054,"[[16, 27, 4, 0, 14, 3, 10], [25, 12, 18, 9, 2, 15, 1], [24, 8, 22, 29, 11, 23, 7], [5, 26, 19, 13, 6, 20, 28], [21, 17]]",249.0437946
30,10,100,15,3,3,0.7,160,35,"[18, 0, 24, 15, 2, 1, 8, 19, 13, 3, 25, 14, 10, 27, 7, 5, 26, 4, 16, 23, 11, 22, 29, 17, 12, 21, 9, 28, 6, 20, 18]",136.3982294,"[[18, 0, 24, 15, 2, 1, 8], [19, 13, 3, 25, 14, 10, 27], [7, 5, 26, 4, 16, 23, 11], [22, 29, 17, 12, 21, 9, 28], [6, 20]]",189.0170615
30,10,100,15,3,3,0.7,175,25,"[14, 3, 10, 25, 18, 0, 8, 24, 1, 15, 2, 9, 21, 6, 20, 13, 7, 5, 26, 19, 4, 27, 16, 12, 17, 29, 22, 11, 23, 28, 14]",128.9390814,"[[25, 18, 0, 8, 24, 1, 15], [2, 9, 21, 6, 20, 13, 7], [5, 26, 19, 4, 27, 16, 12], [17, 29, 22, 11, 23, 28, 14], [3, 10]]",368.7365252
30,10,100,15,3,3,0.7,175,30,"[29, 22, 0, 18, 25, 1, 15, 2, 28, 21, 9, 10, 3, 14, 12, 8, 4, 27, 19, 5, 7, 26, 13, 20, 6, 16, 17, 11, 23, 24, 29]",121.2500378,"[[1, 15, 2, 28, 21, 9, 10], [3, 14, 12, 8, 4, 27, 19], [5, 7, 26, 13, 20, 6, 16], [17, 11, 23, 24, 29, 22, 0], [18, 25]]",213.9091438
30,10,100,15,3,3,0.7,175,35,"[11, 22, 29, 23, 17, 18, 0, 1, 8, 9, 2, 15, 20, 19, 13, 3, 14, 25, 12, 24, 27, 16, 4, 5, 26, 7, 28, 6, 10, 21, 11]",125.036358,"[[22, 29, 23, 17, 18, 0, 1], [8, 9, 2, 15, 20, 19, 13], [3, 14, 25, 12, 24, 27, 16], [4, 5, 26, 7, 28, 6, 10], [21, 11]]",234.4507927
30,10,100,15,3,3,0.8,115,25,"[27, 4, 5, 19, 7, 26, 13, 20, 6, 28, 15, 2, 21, 9, 1, 24, 8, 12, 18, 0, 25, 3, 10, 14, 23, 16, 11, 22, 17, 29, 27]",136.0512287,"[[19, 7, 26, 13, 20, 6, 28], [15, 2, 21, 9, 1, 24, 8], [12, 18, 0, 25, 3, 10, 14], [23, 16, 11, 22, 17, 29, 27], [4, 5]]",370.0698455
30,10,100,15,3,3,0.8,115,30,"[23, 15, 2, 9, 1, 24, 8, 12, 0, 18, 25, 3, 14, 10, 17, 16, 27, 4, 5, 7, 19, 26, 13, 20, 6, 21, 28, 29, 11, 22, 23]",130.9667987,"[[1, 24, 8, 12, 0, 18, 25], [3, 14, 10, 17, 16, 27, 4], [5, 7, 19, 26, 13, 20, 6], [21, 28, 29, 11, 22, 23, 15], [2, 9]]",282.250183
