Bus_Numbers,Passenger_Number,Iteration_Times,Pheromone,Alpha,Beta,Volatile_Coefficient,Ant_Pheromone_Quality,Ants_Number,Shortest_Line,shortest_Time,Cut_Lines,Cut_Times
40,20,100,15,3,3,0.4,160,35,"[14, 0, 1, 24, 37, 30, 2, 36, 16, 39, 21, 11, 5, 3, 4, 12, 6, 28, 22, 18, 32, 35, 15, 31, 17, 7, 26, 10, 27, 8, 33, 34, 13, 9, 20, 38, 29, 23, 19, 25, 14]",296.6003174,"[[1, 24, 37, 30, 2, 36, 16, 39, 21, 11], [5, 3, 4, 12, 6, 28, 22, 18, 32, 35], [15, 31, 17, 7, 26, 10, 27, 8, 33, 34], [13, 9, 20, 38, 29, 23, 19, 25, 14, 0]]",437.6470858
40,20,100,15,3,3,0.4,175,25,"[32, 26, 3, 0, 14, 36, 2, 13, 25, 35, 15, 28, 18, 22, 10, 33, 34, 8, 9, 5, 1, 11, 24, 37, 29, 21, 39, 16, 20, 27, 38, 4, 12, 6, 19, 17, 31, 7, 30, 23, 32]",296.2861988,"[[25, 35, 15, 28, 18, 22, 10, 33, 34, 8], [9, 5, 1, 11, 24, 37, 29, 21, 39, 16], [20, 27, 38, 4, 12, 6, 19, 17, 31, 7], [30, 23, 32, 26, 3, 0, 14, 36, 2, 13]]",463.8731834
40,20,100,15,3,3,0.4,175,30,"[9, 5, 27, 33, 8, 34, 19, 13, 10, 20, 38, 18, 0, 14, 3, 26, 15, 31, 32, 6, 12, 4, 28, 22, 35, 25, 17, 7, 23, 1, 11, 24, 30, 37, 29, 21, 16, 39, 36, 2, 9]",263.3670484,"[[19, 13, 10, 20, 38, 18, 0, 14, 3, 26], [15, 31, 32, 6, 12, 4, 28, 22, 35, 25], [17, 7, 23, 1, 11, 24, 30, 37, 29, 21], [16, 39, 36, 2, 9, 5, 27, 33, 8, 34]]",364.8021935
40,20,100,15,3,3,0.4,175,35,"[4, 36, 2, 16, 39, 0, 14, 3, 1, 11, 24, 37, 29, 21, 13, 12, 6, 18, 5, 27, 10, 34, 8, 22, 28, 32, 25, 35, 15, 26, 31, 17, 7, 33, 9, 20, 38, 23, 30, 19, 4]",308.2890047,"[[4, 36, 2, 16, 39, 0, 14, 3, 1, 11], [24, 37, 29, 21, 13, 12, 6, 18, 5, 27], [10, 34, 8, 22, 28, 32, 25, 35, 15, 26], [31, 17, 7, 33, 9, 20, 38, 23, 30, 19]]",456.528286
40,20,100,15,3,3,0.5,115,25,"[38, 0, 3, 14, 20, 4, 6, 18, 28, 22, 13, 12, 26, 32, 15, 31, 35, 25, 10, 8, 33, 27, 34, 23, 1, 11, 24, 30, 37, 29, 39, 16, 2, 36, 5, 9, 7, 17, 19, 21, 38]",320.3234207,"[[0, 3, 14, 20, 4, 6, 18, 28, 22, 13], [12, 26, 32, 15, 31, 35, 25, 10, 8, 33], [27, 34, 23, 1, 11, 24, 30, 37, 29, 39], [16, 2, 36, 5, 9, 7, 17, 19, 21, 38]]",427.6980621
40,20,100,15,3,3,0.5,115,30,"[34, 33, 8, 23, 24, 9, 5, 11, 1, 30, 37, 29, 21, 36, 2, 16, 39, 4, 32, 28, 22, 6, 18, 12, 0, 3, 14, 31, 15, 17, 25, 35, 26, 7, 13, 10, 20, 19, 27, 38, 34]",286.0265611,"[[8, 23, 24, 9, 5, 11, 1, 30, 37, 29], [21, 36, 2, 16, 39, 4, 32, 28, 22, 6], [18, 12, 0, 3, 14, 31, 15, 17, 25, 35], [26, 7, 13, 10, 20, 19, 27, 38, 34, 33]]",558.4365708
40,20,100,15,3,3,0.5,115,35,"[36, 2, 16, 39, 6, 18, 0, 14, 3, 12, 7, 15, 31, 22, 28, 25, 35, 17, 32, 26, 13, 10, 34, 33, 8, 27, 5, 1, 11, 24, 29, 37, 30, 23, 9, 20, 4, 38, 21, 19, 36]",284.9756977,"[[14, 3, 12, 7, 15, 31, 22, 28, 25, 35], [17, 32, 26, 13, 10, 34, 33, 8, 27, 5], [1, 11, 24, 29, 37, 30, 23, 9, 20, 4], [38, 21, 19, 36, 2, 16, 39, 6, 18, 0]]",492.638276
40,20,100,15,3,3,0.5,130,25,"[31, 26, 14, 0, 3, 12, 32, 22, 28, 18, 6, 25, 35, 15, 17, 7, 4, 39, 36, 2, 16, 21, 29, 37, 1, 24, 11, 27, 5, 9, 8, 33, 34, 10, 13, 20, 19, 23, 30, 38, 31]",283.9042011,"[[0, 3, 12, 32, 22, 28, 18, 6, 25, 35], [15, 17, 7, 4, 39, 36, 2, 16, 21, 29], [37, 1, 24, 11, 27, 5, 9, 8, 33, 34], [10, 13, 20, 19, 23, 30, 38, 31, 26, 14]]",545.6173155
40,20,100,15,3,3,0.5,130,30,"[23, 0, 3, 14, 1, 11, 24, 37, 2, 36, 39, 16, 21, 29, 30, 35, 4, 12, 18, 22, 28, 6, 32, 15, 31, 26, 17, 25, 13, 10, 20, 38, 34, 8, 9, 5, 27, 33, 19, 7, 23]",313.3528875,"[[36, 39, 16, 21, 29, 30, 35, 4, 12, 18], [22, 28, 6, 32, 15, 31, 26, 17, 25, 13], [10, 20, 38, 34, 8, 9, 5, 27, 33, 19], [7, 23, 0, 3, 14, 1, 11, 24, 37, 2]]",488.007574
40,20,100,15,3,3,0.5,130,35,"[5, 9, 0, 14, 3, 12, 6, 18, 28, 22, 15, 31, 17, 26, 32, 25, 35, 13, 10, 34, 33, 8, 27, 1, 11, 24, 37, 29, 2, 36, 39, 16, 21, 4, 38, 20, 23, 30, 7, 19, 5]",296.905227,"[[5, 9, 0, 14, 3, 12, 6, 18, 28, 22], [15, 31, 17, 26, 32, 25, 35, 13, 10, 34], [33, 8, 27, 1, 11, 24, 37, 29, 2, 36], [39, 16, 21, 4, 38, 20, 23, 30, 7, 19]]",531.4400913
40,20,100,15,3,3,0.5,145,25,"[11, 0, 3, 12, 14, 1, 24, 23, 30, 37, 29, 39, 2, 36, 16, 21, 6, 28, 18, 22, 32, 26, 15, 31, 35, 25, 13, 10, 20, 38, 9, 8, 34, 33, 5, 27, 19, 4, 17, 7, 11]",263.4463775,"[[3, 12, 14, 1, 24, 23, 30, 37, 29, 39], [2, 36, 16, 21, 6, 28, 18, 22, 32, 26], [15, 31, 35, 25, 13, 10, 20, 38, 9, 8], [34, 33, 5, 27, 19, 4, 17, 7, 11, 0]]",439.8685503
40,20,100,15,3,3,0.5,145,30,"[13, 9, 8, 34, 33, 19, 22, 28, 0, 3, 14, 26, 15, 32, 25, 35, 31, 17, 7, 4, 21, 29, 37, 30, 24, 11, 1, 27, 5, 20, 38, 18, 6, 12, 39, 36, 2, 16, 23, 10, 13]",284.513298,"[[22, 28, 0, 3, 14, 26, 15, 32, 25, 35], [31, 17, 7, 4, 21, 29, 37, 30, 24, 11], [1, 27, 5, 20, 38, 18, 6, 12, 39, 36], [2, 16, 23, 10, 13, 9, 8, 34, 33, 19]]",374.2067982
40,20,100,15,3,3,0.5,145,35,"[7, 17, 26, 12, 3, 0, 1, 11, 24, 37, 29, 2, 36, 39, 16, 21, 4, 25, 22, 28, 18, 6, 32, 5, 9, 33, 8, 10, 34, 13, 35, 31, 15, 14, 38, 20, 23, 30, 27, 19, 7]",303.2325651,"[[12, 3, 0, 1, 11, 24, 37, 29, 2, 36], [39, 16, 21, 4, 25, 22, 28, 18, 6, 32], [5, 9, 33, 8, 10, 34, 13, 35, 31, 15], [14, 38, 20, 23, 30, 27, 19, 7, 17, 26]]",455.9864643
40,20,100,15,3,3,0.5,160,25,"[5, 11, 1, 24, 37, 29, 30, 23, 33, 34, 8, 10, 13, 18, 6, 28, 22, 32, 17, 26, 15, 0, 14, 2, 36, 16, 39, 4, 3, 12, 31, 35, 25, 21, 20, 38, 27, 9, 19, 7, 5]",302.5640923,"[[1, 24, 37, 29, 30, 23, 33, 34, 8, 10], [13, 18, 6, 28, 22, 32, 17, 26, 15, 0], [14, 2, 36, 16, 39, 4, 3, 12, 31, 35], [25, 21, 20, 38, 27, 9, 19, 7, 5, 11]]",535.6492338
40,20,100,15,3,3,0.5,160,30,"[4, 38, 20, 27, 33, 9, 8, 34, 13, 0, 14, 15, 31, 26, 7, 17, 35, 32, 22, 28, 18, 6, 1, 24, 11, 5, 23, 30, 29, 37, 21, 16, 36, 2, 39, 3, 25, 12, 10, 19, 4]",266.8332271,"[[33, 9, 8, 34, 13, 0, 14, 15, 31, 26], [7, 17, 35, 32, 22, 28, 18, 6, 1, 24], [11, 5, 23, 30, 29, 37, 21, 16, 36, 2], [39, 3, 25, 12, 10, 19, 4, 38, 20, 27]]",511.6664388
40,20,100,15,3,3,0.5,160,35,"[33, 34, 8, 9, 5, 10, 27, 24, 11, 1, 13, 32, 15, 31, 35, 26, 0, 3, 14, 22, 28, 18, 6, 12, 20, 38, 4, 39, 16, 2, 36, 21, 29, 37, 30, 23, 19, 17, 7, 25, 33]",313.0201119,"[[1, 13, 32, 15, 31, 35, 26, 0, 3, 14], [22, 28, 18, 6, 12, 20, 38, 4, 39, 16], [2, 36, 21, 29, 37, 30, 23, 19, 17, 7], [25, 33, 34, 8, 9, 5, 10, 27, 24, 11]]",530.3505946
40,20,100,15,3,3,0.5,175,25,"[9, 5, 27, 33, 34, 10, 13, 22, 28, 18, 6, 0, 14, 3, 12, 32, 17, 15, 26, 35, 31, 25, 8, 19, 24, 1, 11, 23, 30, 37, 29, 21, 16, 2, 36, 38, 20, 4, 39, 7, 9]",311.7438379,"[[27, 33, 34, 10, 13, 22, 28, 18, 6, 0], [14, 3, 12, 32, 17, 15, 26, 35, 31, 25], [8, 19, 24, 1, 11, 23, 30, 37, 29, 21], [16, 2, 36, 38, 20, 4, 39, 7, 9, 5]]",549.8331371
40,20,100,15,3,3,0.5,175,30,"[34, 8, 19, 14, 0, 3, 26, 15, 1, 11, 33, 2, 36, 16, 21, 39, 20, 4, 6, 18, 28, 22, 32, 35, 31, 17, 12, 38, 24, 37, 29, 30, 23, 9, 5, 27, 13, 10, 25, 7, 34]",311.6185612,"[[14, 0, 3, 26, 15, 1, 11, 33, 2, 36], [16, 21, 39, 20, 4, 6, 18, 28, 22, 32], [35, 31, 17, 12, 38, 24, 37, 29, 30, 23], [9, 5, 27, 13, 10, 25, 7, 34, 8, 19]]",459.5749687
40,20,100,15,3,3,0.5,175,35,"[39, 16, 17, 31, 15, 32, 35, 28, 22, 6, 18, 20, 4, 27, 5, 9, 8, 34, 33, 10, 13, 25, 12, 7, 26, 14, 3, 0, 1, 11, 24, 30, 29, 37, 23, 38, 21, 2, 36, 19, 39]",293.6384115,"[[39, 16, 17, 31, 15, 32, 35, 28, 22, 6], [18, 20, 4, 27, 5, 9, 8, 34, 33, 10], [13, 25, 12, 7, 26, 14, 3, 0, 1, 11], [24, 30, 29, 37, 23, 38, 21, 2, 36, 19]]",484.370747
40,20,100,15,3,3,0.6,115,25,"[27, 5, 9, 8, 33, 10, 0, 3, 14, 12, 4, 20, 38, 25, 15, 31, 17, 32, 1, 24, 11, 23, 30, 37, 29, 21, 16, 39, 6, 22, 28, 18, 13, 35, 26, 7, 36, 2, 34, 19, 27]",277.5033841,"[[10, 0, 3, 14, 12, 4, 20, 38, 25, 15], [31, 17, 32, 1, 24, 11, 23, 30, 37, 29], [21, 16, 39, 6, 22, 28, 18, 13, 35, 26], [7, 36, 2, 34, 19, 27, 5, 9, 8, 33]]",442.7259988
40,20,100,15,3,3,0.6,115,30,"[37, 29, 30, 23, 11, 24, 1, 27, 10, 13, 12, 3, 14, 0, 26, 2, 36, 16, 39, 4, 38, 20, 5, 9, 8, 34, 33, 32, 6, 7, 17, 31, 15, 28, 18, 22, 25, 35, 19, 21, 37]",287.7041377,"[[11, 24, 1, 27, 10, 13, 12, 3, 14, 0], [26, 2, 36, 16, 39, 4, 38, 20, 5, 9], [8, 34, 33, 32, 6, 7, 17, 31, 15, 28], [18, 22, 25, 35, 19, 21, 37, 29, 30, 23]]",480.4460623
40,20,100,15,3,3,0.6,115,35,"[1, 11, 24, 23, 30, 37, 29, 21, 8, 34, 33, 10, 28, 22, 25, 35, 0, 14, 3, 26, 17, 31, 15, 32, 18, 6, 20, 13, 27, 5, 9, 16, 36, 2, 12, 4, 38, 39, 7, 19, 1]",286.1141616,"[[23, 30, 37, 29, 21, 8, 34, 33, 10, 28], [22, 25, 35, 0, 14, 3, 26, 17, 31, 15], [32, 18, 6, 20, 13, 27, 5, 9, 16, 36], [2, 12, 4, 38, 39, 7, 19, 1, 11, 24]]",469.5302859
40,20,100,15,3,3,0.6,130,25,"[17, 7, 14, 0, 3, 1, 11, 23, 19, 9, 8, 34, 33, 2, 36, 16, 39, 6, 4, 38, 20, 26, 15, 25, 35, 32, 28, 22, 18, 12, 13, 10, 27, 5, 24, 37, 29, 30, 21, 31, 17]",286.9020863,"[[19, 9, 8, 34, 33, 2, 36, 16, 39, 6], [4, 38, 20, 26, 15, 25, 35, 32, 28, 22], [18, 12, 13, 10, 27, 5, 24, 37, 29, 30], [21, 31, 17, 7, 14, 0, 3, 1, 11, 23]]",422.3116283
40,20,100,15,3,3,0.6,130,30,"[33, 27, 34, 10, 13, 0, 14, 3, 15, 26, 7, 17, 31, 32, 1, 24, 11, 23, 30, 37, 29, 39, 16, 2, 36, 38, 20, 25, 22, 28, 18, 6, 12, 4, 35, 5, 9, 8, 19, 21, 33]",272.0803424,"[[33, 27, 34, 10, 13, 0, 14, 3, 15, 26], [7, 17, 31, 32, 1, 24, 11, 23, 30, 37], [29, 39, 16, 2, 36, 38, 20, 25, 22, 28], [18, 6, 12, 4, 35, 5, 9, 8, 19, 21]]",401.0098183
40,20,100,15,3,3,0.6,130,35,"[31, 15, 17, 7, 3, 0, 14, 1, 24, 11, 23, 30, 37, 29, 21, 16, 2, 36, 39, 6, 18, 22, 28, 35, 32, 25, 13, 9, 5, 8, 34, 33, 27, 10, 26, 12, 4, 38, 20, 19, 31]",236.3900333,"[[17, 7, 3, 0, 14, 1, 24, 11, 23, 30], [37, 29, 21, 16, 2, 36, 39, 6, 18, 22], [28, 35, 32, 25, 13, 9, 5, 8, 34, 33], [27, 10, 26, 12, 4, 38, 20, 19, 31, 15]]",388.5943064
40,20,100,15,3,3,0.6,145,25,"[23, 5, 24, 37, 29, 39, 16, 2, 36, 0, 3, 14, 12, 6, 18, 22, 28, 35, 31, 15, 17, 26, 32, 8, 33, 34, 27, 13, 25, 10, 20, 38, 4, 21, 30, 1, 11, 9, 19, 7, 23]",279.047334,"[[23, 5, 24, 37, 29, 39, 16, 2, 36, 0], [3, 14, 12, 6, 18, 22, 28, 35, 31, 15], [17, 26, 32, 8, 33, 34, 27, 13, 25, 10], [20, 38, 4, 21, 30, 1, 11, 9, 19, 7]]",449.0494269
40,20,100,15,3,3,0.6,145,30,"[3, 14, 0, 15, 1, 11, 24, 37, 29, 2, 36, 16, 39, 12, 4, 38, 5, 33, 10, 28, 22, 6, 18, 32, 31, 26, 7, 17, 20, 9, 27, 13, 25, 35, 30, 23, 34, 8, 19, 21, 3]",306.5626782,"[[24, 37, 29, 2, 36, 16, 39, 12, 4, 38], [5, 33, 10, 28, 22, 6, 18, 32, 31, 26], [7, 17, 20, 9, 27, 13, 25, 35, 30, 23], [34, 8, 19, 21, 3, 14, 0, 15, 1, 11]]",418.1966017
40,20,100,15,3,3,0.6,145,35,"[23, 5, 0, 3, 14, 17, 15, 31, 32, 25, 22, 28, 18, 6, 12, 4, 35, 20, 38, 36, 2, 16, 39, 21, 29, 37, 1, 11, 24, 33, 9, 34, 8, 10, 13, 26, 7, 19, 27, 30, 23]",288.6218061,"[[31, 32, 25, 22, 28, 18, 6, 12, 4, 35], [20, 38, 36, 2, 16, 39, 21, 29, 37, 1], [11, 24, 33, 9, 34, 8, 10, 13, 26, 7], [19, 27, 30, 23, 5, 0, 3, 14, 17, 15]]",406.6317845
40,20,100,15,3,3,0.6,160,25,"[35, 0, 14, 3, 28, 22, 18, 6, 12, 16, 2, 36, 39, 21, 37, 29, 11, 24, 1, 5, 9, 27, 33, 8, 34, 25, 31, 26, 32, 20, 38, 4, 15, 17, 7, 13, 10, 19, 30, 23, 35]",269.797349,"[[35, 0, 14, 3, 28, 22, 18, 6, 12, 16], [2, 36, 39, 21, 37, 29, 11, 24, 1, 5], [9, 27, 33, 8, 34, 25, 31, 26, 32, 20], [38, 4, 15, 17, 7, 13, 10, 19, 30, 23]]",444.5684595
40,20,100,15,3,3,0.6,160,30,"[7, 17, 31, 35, 0, 14, 12, 18, 28, 22, 25, 13, 19, 1, 11, 24, 2, 36, 3, 6, 4, 38, 20, 27, 5, 9, 8, 34, 33, 10, 32, 15, 26, 37, 29, 21, 16, 39, 30, 23, 7]",294.933967,"[[12, 18, 28, 22, 25, 13, 19, 1, 11, 24], [2, 36, 3, 6, 4, 38, 20, 27, 5, 9], [8, 34, 33, 10, 32, 15, 26, 37, 29, 21], [16, 39, 30, 23, 7, 17, 31, 35, 0, 14]]",394.041848
40,20,100,15,3,3,0.6,160,35,"[31, 32, 25, 9, 33, 27, 10, 13, 3, 0, 14, 26, 7, 17, 15, 35, 28, 1, 11, 24, 37, 29, 21, 16, 39, 20, 38, 4, 12, 6, 18, 22, 8, 34, 19, 5, 23, 30, 2, 36, 31]",281.4936566,"[[25, 9, 33, 27, 10, 13, 3, 0, 14, 26], [7, 17, 15, 35, 28, 1, 11, 24, 37, 29], [21, 16, 39, 20, 38, 4, 12, 6, 18, 22], [8, 34, 19, 5, 23, 30, 2, 36, 31, 32]]",401.4754248
40,20,100,15,3,3,0.6,175,25,"[38, 20, 27, 5, 21, 2, 36, 16, 39, 14, 3, 0, 12, 18, 28, 22, 13, 25, 35, 1, 11, 24, 23, 30, 37, 29, 4, 6, 15, 31, 26, 32, 17, 7, 8, 34, 33, 10, 9, 19, 38]",280.9564477,"[[39, 14, 3, 0, 12, 18, 28, 22, 13, 25], [35, 1, 11, 24, 23, 30, 37, 29, 4, 6], [15, 31, 26, 32, 17, 7, 8, 34, 33, 10], [9, 19, 38, 20, 27, 5, 21, 2, 36, 16]]",443.4328251
40,20,100,15,3,3,0.6,175,30,"[0, 3, 1, 11, 24, 2, 36, 16, 39, 5, 33, 34, 8, 9, 27, 10, 20, 38, 4, 6, 18, 28, 22, 32, 26, 15, 7, 17, 31, 35, 12, 14, 25, 13, 21, 29, 37, 30, 23, 19, 0]",288.7195302,"[[3, 1, 11, 24, 2, 36, 16, 39, 5, 33], [34, 8, 9, 27, 10, 20, 38, 4, 6, 18], [28, 22, 32, 26, 15, 7, 17, 31, 35, 12], [14, 25, 13, 21, 29, 37, 30, 23, 19, 0]]",477.8528748
40,20,100,15,3,3,0.6,175,35,"[16, 39, 36, 2, 14, 3, 12, 6, 18, 28, 22, 25, 35, 17, 31, 15, 32, 27, 5, 11, 1, 9, 33, 8, 34, 13, 10, 0, 26, 7, 38, 20, 21, 29, 37, 30, 24, 23, 4, 19, 16]",280.0982481,"[[28, 22, 25, 35, 17, 31, 15, 32, 27, 5], [11, 1, 9, 33, 8, 34, 13, 10, 0, 26], [7, 38, 20, 21, 29, 37, 30, 24, 23, 4], [19, 16, 39, 36, 2, 14, 3, 12, 6, 18]]",495.9148002
40,20,100,15,3,3,0.7,115,25,"[3, 0, 1, 11, 24, 37, 29, 21, 39, 16, 2, 36, 14, 12, 4, 38, 20, 32, 28, 22, 5, 9, 8, 34, 33, 27, 10, 6, 18, 26, 15, 7, 17, 31, 35, 25, 13, 19, 23, 30, 3]",297.0390532,"[[0, 1, 11, 24, 37, 29, 21, 39, 16, 2], [36, 14, 12, 4, 38, 20, 32, 28, 22, 5], [9, 8, 34, 33, 27, 10, 6, 18, 26, 15], [7, 17, 31, 35, 25, 13, 19, 23, 30, 3]]",429.5046674
40,20,100,15,3,3,0.7,115,30,"[19, 32, 28, 18, 6, 25, 35, 22, 12, 4, 7, 14, 3, 0, 26, 17, 15, 31, 13, 10, 8, 34, 33, 27, 24, 11, 1, 5, 9, 20, 38, 30, 37, 29, 21, 39, 2, 36, 16, 23, 19]",293.5564756,"[[18, 6, 25, 35, 22, 12, 4, 7, 14, 3], [0, 26, 17, 15, 31, 13, 10, 8, 34, 33], [27, 24, 11, 1, 5, 9, 20, 38, 30, 37], [29, 21, 39, 2, 36, 16, 23, 19, 32, 28]]",503.1836789
40,20,100,15,3,3,0.7,115,35,"[11, 1, 24, 37, 29, 30, 23, 33, 8, 34, 13, 22, 28, 18, 6, 12, 0, 14, 3, 26, 17, 31, 15, 32, 35, 25, 2, 36, 16, 39, 21, 5, 9, 27, 10, 4, 38, 20, 7, 19, 11]",283.5135167,"[[33, 8, 34, 13, 22, 28, 18, 6, 12, 0], [14, 3, 26, 17, 31, 15, 32, 35, 25, 2], [36, 16, 39, 21, 5, 9, 27, 10, 4, 38], [20, 7, 19, 11, 1, 24, 37, 29, 30, 23]]",492.949006
40,20,100,15,3,3,0.7,130,25,"[6, 0, 14, 3, 18, 28, 22, 32, 31, 15, 26, 35, 25, 13, 10, 34, 33, 8, 27, 1, 11, 23, 5, 9, 20, 38, 4, 2, 36, 39, 16, 21, 29, 37, 24, 30, 17, 7, 12, 19, 6]",293.8103467,"[[15, 26, 35, 25, 13, 10, 34, 33, 8, 27], [1, 11, 23, 5, 9, 20, 38, 4, 2, 36], [39, 16, 21, 29, 37, 24, 30, 17, 7, 12], [19, 6, 0, 14, 3, 18, 28, 22, 32, 31]]",417.2394287
