Bus_Numbers,Passenger_Number,Iteration_Times,Pheromone,Alpha,Beta,Volatile_Coefficient,Ant_Pheromone_Quality,Ants_Number,Shortest_Line,shortestTime,Cut_Lines,Cut_Times
20,30,100,15,3,3,0.6,145,35,"[14, 19, 8, 15, 18, 5, 0, 11, 12, 7, 1, 4, 9, 3, 10, 17, 16, 2, 6, 13, 14]",348.816275,"[[19, 8, 15, 18, 5], [0, 11, 12, 7, 1], [4, 9, 3, 10, 17], [16, 2, 6, 13, 14]]",731.6820206
20,30,100,15,3,3,0.6,160,25,"[11, 0, 12, 3, 4, 1, 9, 7, 5, 10, 17, 8, 19, 14, 15, 2, 6, 13, 18, 16, 11]",345.1259379,"[[0, 12, 3, 4, 1], [9, 7, 5, 10, 17], [8, 19, 14, 15, 2], [6, 13, 18, 16, 11]]",803.7779495
20,30,100,15,3,3,0.6,160,30,"[11, 0, 12, 9, 1, 4, 7, 3, 5, 10, 17, 16, 2, 19, 14, 8, 13, 18, 15, 6, 11]",350.794435,"[[9, 1, 4, 7, 3], [5, 10, 17, 16, 2], [19, 14, 8, 13, 18], [15, 6, 11, 0, 12]]",792.2636153
20,30,100,15,3,3,0.6,160,35,"[9, 7, 4, 1, 0, 12, 11, 5, 3, 18, 13, 6, 15, 19, 14, 2, 16, 8, 10, 17, 9]",324.7292962,"[[7, 4, 1, 0, 12], [11, 5, 3, 18, 13], [6, 15, 19, 14, 2], [16, 8, 10, 17, 9]]",792.7672784
20,30,100,15,3,3,0.6,175,25,"[0, 1, 4, 7, 9, 8, 14, 19, 16, 17, 10, 5, 11, 12, 3, 13, 18, 15, 2, 6, 0]",339.2147887,"[[1, 4, 7, 9, 8], [14, 19, 16, 17, 10], [5, 11, 12, 3, 13], [18, 15, 2, 6, 0]]",711.8314967
20,30,100,15,3,3,0.6,175,30,"[17, 10, 5, 11, 0, 12, 7, 3, 4, 1, 9, 8, 19, 14, 2, 16, 15, 18, 13, 6, 17]",363.5262701,"[[17, 10, 5, 11, 0], [12, 7, 3, 4, 1], [9, 8, 19, 14, 2], [16, 15, 18, 13, 6]]",824.8020364
20,30,100,15,3,3,0.6,175,35,"[19, 16, 14, 2, 15, 13, 6, 18, 5, 11, 0, 12, 3, 7, 9, 4, 1, 8, 17, 10, 19]",328.2920476,"[[15, 13, 6, 18, 5], [11, 0, 12, 3, 7], [9, 4, 1, 8, 17], [10, 19, 16, 14, 2]]",792.6276889
20,30,100,15,3,3,0.7,115,25,"[5, 10, 17, 16, 8, 15, 6, 13, 9, 1, 4, 7, 12, 0, 11, 3, 18, 14, 19, 2, 5]",347.4931475,"[[8, 15, 6, 13, 9], [1, 4, 7, 12, 0], [11, 3, 18, 14, 19], [2, 5, 10, 17, 16]]",831.8467421
20,30,100,15,3,3,0.7,115,30,"[9, 13, 6, 14, 19, 8, 16, 15, 18, 1, 4, 7, 12, 0, 11, 3, 5, 10, 17, 2, 9]",322.6232218,"[[14, 19, 8, 16, 15], [18, 1, 4, 7, 12], [0, 11, 3, 5, 10], [17, 2, 9, 13, 6]]",735.1781982
20,30,100,15,3,3,0.7,115,35,"[17, 10, 5, 3, 11, 0, 12, 7, 9, 4, 1, 13, 18, 15, 14, 19, 16, 8, 2, 6, 17]",328.5214427,"[[3, 11, 0, 12, 7], [9, 4, 1, 13, 18], [15, 14, 19, 16, 8], [2, 6, 17, 10, 5]]",862.8839857
20,30,100,15,3,3,0.7,130,25,"[6, 15, 0, 12, 3, 11, 5, 10, 17, 16, 19, 14, 18, 13, 1, 4, 7, 9, 8, 2, 6]",343.6878139,"[[6, 15, 0, 12, 3], [11, 5, 10, 17, 16], [19, 14, 18, 13, 1], [4, 7, 9, 8, 2]]",730.9555961
20,30,100,15,3,3,0.7,130,30,"[7, 9, 1, 4, 8, 14, 15, 18, 13, 3, 12, 0, 11, 5, 10, 17, 16, 19, 2, 6, 7]",353.0726531,"[[1, 4, 8, 14, 15], [18, 13, 3, 12, 0], [11, 5, 10, 17, 16], [19, 2, 6, 7, 9]]",803.5895009
20,30,100,15,3,3,0.7,130,35,"[17, 10, 4, 1, 9, 7, 3, 0, 12, 11, 5, 18, 13, 15, 14, 19, 16, 2, 8, 6, 17]",332.371238,"[[17, 10, 4, 1, 9], [7, 3, 0, 12, 11], [5, 18, 13, 15, 14], [19, 16, 2, 8, 6]]",780.5951709
20,30,100,15,3,3,0.7,145,25,"[3, 5, 10, 17, 16, 8, 14, 19, 2, 6, 13, 18, 4, 1, 9, 7, 12, 0, 11, 15, 3]",352.4070194,"[[10, 17, 16, 8, 14], [19, 2, 6, 13, 18], [4, 1, 9, 7, 12], [0, 11, 15, 3, 5]]",795.7980233
20,30,100,15,3,3,0.7,145,30,"[17, 10, 5, 11, 0, 12, 7, 9, 1, 4, 13, 18, 15, 14, 19, 8, 16, 2, 6, 3, 17]",339.466102,"[[5, 11, 0, 12, 7], [9, 1, 4, 13, 18], [15, 14, 19, 8, 16], [2, 6, 3, 17, 10]]",859.7921194
20,30,100,15,3,3,0.7,145,35,"[15, 6, 13, 18, 2, 19, 14, 16, 8, 4, 1, 7, 9, 3, 12, 0, 11, 5, 10, 17, 15]",324.6739956,"[[6, 13, 18, 2, 19], [14, 16, 8, 4, 1], [7, 9, 3, 12, 0], [11, 5, 10, 17, 15]]",816.8716512
20,30,100,15,3,3,0.7,160,25,"[2, 17, 10, 5, 11, 0, 12, 3, 7, 9, 4, 1, 13, 6, 15, 14, 19, 16, 8, 18, 2]",328.8457835,"[[11, 0, 12, 3, 7], [9, 4, 1, 13, 6], [15, 14, 19, 16, 8], [18, 2, 17, 10, 5]]",828.0283016
20,30,100,15,3,3,0.7,160,30,"[0, 11, 12, 9, 7, 1, 4, 3, 5, 10, 17, 14, 19, 2, 18, 13, 6, 15, 8, 16, 0]",334.9120453,"[[0, 11, 12, 9, 7], [1, 4, 3, 5, 10], [17, 14, 19, 2, 18], [13, 6, 15, 8, 16]]",730.3898871
20,30,100,15,3,3,0.7,160,35,"[19, 14, 8, 15, 2, 16, 18, 13, 6, 4, 1, 9, 7, 3, 5, 10, 17, 11, 0, 12, 19]",349.865938,"[[2, 16, 18, 13, 6], [4, 1, 9, 7, 3], [5, 10, 17, 11, 0], [12, 19, 14, 8, 15]]",836.6323022
20,30,100,15,3,3,0.7,175,25,"[10, 17, 2, 6, 13, 18, 15, 14, 19, 8, 5, 0, 11, 12, 3, 4, 1, 9, 7, 16, 10]",320.3537515,"[[10, 17, 2, 6, 13], [18, 15, 14, 19, 8], [5, 0, 11, 12, 3], [4, 1, 9, 7, 16]]",808.7511799
20,30,100,15,3,3,0.7,175,30,"[18, 0, 11, 12, 8, 14, 19, 16, 17, 10, 5, 3, 9, 1, 4, 7, 13, 6, 15, 2, 18]",353.9368045,"[[12, 8, 14, 19, 16], [17, 10, 5, 3, 9], [1, 4, 7, 13, 6], [15, 2, 18, 0, 11]]",779.5924387
20,30,100,15,3,3,0.7,175,35,"[9, 7, 1, 4, 13, 18, 5, 11, 0, 12, 3, 8, 19, 14, 15, 6, 2, 16, 17, 10, 9]",340.1433833,"[[13, 18, 5, 11, 0], [12, 3, 8, 19, 14], [15, 6, 2, 16, 17], [10, 9, 7, 1, 4]]",768.5484876
20,30,100,15,3,3,0.8,115,25,"[6, 15, 14, 19, 2, 18, 13, 4, 1, 9, 7, 3, 12, 0, 11, 5, 10, 17, 8, 16, 6]",326.6793382,"[[6, 15, 14, 19, 2], [18, 13, 4, 1, 9], [7, 3, 12, 0, 11], [5, 10, 17, 8, 16]]",914.0428617
20,30,100,15,3,3,0.8,115,30,"[4, 1, 9, 7, 3, 5, 11, 0, 12, 18, 13, 6, 15, 14, 19, 2, 16, 8, 10, 17, 4]",302.387695,"[[9, 7, 3, 5, 11], [0, 12, 18, 13, 6], [15, 14, 19, 2, 16], [8, 10, 17, 4, 1]]",789.174881
20,30,100,15,3,3,0.8,115,35,"[13, 18, 1, 4, 9, 3, 5, 10, 17, 8, 19, 14, 2, 6, 15, 11, 0, 12, 7, 16, 13]",314.4013865,"[[4, 9, 3, 5, 10], [17, 8, 19, 14, 2], [6, 15, 11, 0, 12], [7, 16, 13, 18, 1]]",607.9582468
20,30,100,15,3,3,0.8,130,25,"[4, 1, 9, 7, 8, 14, 19, 16, 2, 15, 18, 13, 6, 3, 12, 0, 11, 5, 10, 17, 4]",344.6026372,"[[7, 8, 14, 19, 16], [2, 15, 18, 13, 6], [3, 12, 0, 11, 5], [10, 17, 4, 1, 9]]",800.8531695
20,30,100,15,3,3,0.8,130,30,"[5, 10, 17, 3, 9, 7, 11, 12, 0, 8, 19, 14, 15, 6, 13, 18, 1, 4, 16, 2, 5]",347.1748411,"[[9, 7, 11, 12, 0], [8, 19, 14, 15, 6], [13, 18, 1, 4, 16], [2, 5, 10, 17, 3]]",791.1314529
20,30,100,15,3,3,0.8,130,35,"[11, 0, 12, 15, 6, 2, 19, 14, 8, 17, 10, 5, 3, 7, 9, 1, 4, 13, 18, 16, 11]",286.7488722,"[[11, 0, 12, 15, 6], [2, 19, 14, 8, 17], [10, 5, 3, 7, 9], [1, 4, 13, 18, 16]]",690.7436547
20,30,100,15,3,3,0.8,145,25,"[17, 10, 8, 19, 14, 6, 13, 18, 15, 2, 16, 5, 11, 0, 12, 3, 7, 4, 1, 9, 17]",328.2529795,"[[19, 14, 6, 13, 18], [15, 2, 16, 5, 11], [0, 12, 3, 7, 4], [1, 9, 17, 10, 8]]",778.57284
20,30,100,15,3,3,0.8,145,30,"[2, 15, 14, 19, 16, 8, 18, 13, 6, 4, 1, 9, 7, 12, 0, 11, 5, 10, 17, 3, 2]",313.0927271,"[[15, 14, 19, 16, 8], [18, 13, 6, 4, 1], [9, 7, 12, 0, 11], [5, 10, 17, 3, 2]]",857.7595984
20,30,100,15,3,3,0.8,145,35,"[8, 15, 18, 1, 4, 7, 9, 3, 12, 0, 11, 5, 10, 17, 14, 19, 2, 16, 13, 6, 8]",353.6170006,"[[18, 1, 4, 7, 9], [3, 12, 0, 11, 5], [10, 17, 14, 19, 2], [16, 13, 6, 8, 15]]",801.4336772
20,30,100,15,3,3,0.8,160,25,"[15, 18, 3, 12, 0, 11, 7, 9, 4, 1, 14, 19, 8, 16, 17, 10, 5, 13, 6, 2, 15]",346.6381915,"[[15, 18, 3, 12, 0], [11, 7, 9, 4, 1], [14, 19, 8, 16, 17], [10, 5, 13, 6, 2]]",768.3985959
20,30,100,15,3,3,0.8,160,30,"[4, 1, 9, 7, 3, 5, 0, 11, 12, 18, 13, 6, 15, 14, 19, 8, 16, 2, 17, 10, 4]",314.3677532,"[[7, 3, 5, 0, 11], [12, 18, 13, 6, 15], [14, 19, 8, 16, 2], [17, 10, 4, 1, 9]]",797.1148389
20,30,100,15,3,3,0.8,160,35,"[2, 6, 13, 18, 15, 14, 19, 16, 17, 10, 5, 11, 0, 12, 7, 1, 4, 9, 3, 8, 2]",334.1665805,"[[2, 6, 13, 18, 15], [14, 19, 16, 17, 10], [5, 11, 0, 12, 7], [1, 4, 9, 3, 8]]",789.7799729
20,30,100,15,3,3,0.8,175,25,"[2, 19, 14, 8, 16, 15, 13, 18, 1, 4, 9, 7, 3, 0, 12, 11, 5, 10, 17, 6, 2]",351.0446545,"[[16, 15, 13, 18, 1], [4, 9, 7, 3, 0], [12, 11, 5, 10, 17], [6, 2, 19, 14, 8]]",825.9364621
20,30,100,15,3,3,0.8,175,30,"[17, 10, 5, 11, 0, 12, 3, 9, 7, 4, 1, 18, 15, 2, 14, 19, 8, 16, 13, 6, 17]",341.17955,"[[5, 11, 0, 12, 3], [9, 7, 4, 1, 18], [15, 2, 14, 19, 8], [16, 13, 6, 17, 10]]",862.0767305
20,30,100,15,3,3,0.8,175,35,"[18, 13, 6, 14, 19, 16, 8, 15, 9, 4, 1, 7, 3, 11, 0, 12, 5, 10, 17, 2, 18]",345.5892999,"[[13, 6, 14, 19, 16], [8, 15, 9, 4, 1], [7, 3, 11, 0, 12], [5, 10, 17, 2, 18]]",751.1393722
20,30,100,15,3,4,0.4,115,25,"[8, 19, 14, 15, 18, 4, 1, 7, 9, 3, 0, 12, 11, 5, 10, 17, 16, 2, 13, 6, 8]",346.1795915,"[[8, 19, 14, 15, 18], [4, 1, 7, 9, 3], [0, 12, 11, 5, 10], [17, 16, 2, 13, 6]]",829.3060159
20,30,100,15,3,4,0.4,115,30,"[11, 0, 12, 13, 18, 15, 8, 19, 14, 16, 17, 10, 5, 3, 9, 7, 4, 1, 6, 2, 11]",356.4554205,"[[12, 13, 18, 15, 8], [19, 14, 16, 17, 10], [5, 3, 9, 7, 4], [1, 6, 2, 11, 0]]",798.6169112
20,30,100,15,3,4,0.4,115,35,"[11, 0, 12, 15, 18, 13, 6, 2, 17, 10, 5, 3, 9, 7, 4, 1, 14, 19, 8, 16, 11]",334.9724948,"[[11, 0, 12, 15, 18], [13, 6, 2, 17, 10], [5, 3, 9, 7, 4], [1, 14, 19, 8, 16]]",695.2060747
20,30,100,15,3,4,0.4,130,25,"[17, 10, 5, 11, 0, 12, 18, 13, 6, 2, 15, 19, 14, 8, 9, 1, 4, 7, 3, 16, 17]",346.8082627,"[[17, 10, 5, 11, 0], [12, 18, 13, 6, 2], [15, 19, 14, 8, 9], [1, 4, 7, 3, 16]]",764.834005
20,30,100,15,3,4,0.4,130,30,"[16, 2, 19, 14, 15, 8, 17, 10, 0, 11, 12, 7, 1, 4, 9, 3, 5, 18, 13, 6, 16]",334.3433472,"[[15, 8, 17, 10, 0], [11, 12, 7, 1, 4], [9, 3, 5, 18, 13], [6, 16, 2, 19, 14]]",796.4350513
20,30,100,15,3,4,0.4,130,35,"[6, 0, 11, 12, 5, 10, 17, 16, 14, 19, 8, 3, 7, 9, 4, 1, 15, 18, 13, 2, 6]",354.0699253,"[[6, 0, 11, 12, 5], [10, 17, 16, 14, 19], [8, 3, 7, 9, 4], [1, 15, 18, 13, 2]]",773.6902104
20,30,100,15,3,4,0.4,145,25,"[14, 19, 15, 8, 3, 0, 11, 12, 7, 9, 1, 4, 18, 13, 6, 2, 16, 10, 5, 17, 14]",343.0223013,"[[15, 8, 3, 0, 11], [12, 7, 9, 1, 4], [18, 13, 6, 2, 16], [10, 5, 17, 14, 19]]",760.7810901
20,30,100,15,3,4,0.4,145,30,"[17, 10, 5, 3, 0, 12, 11, 16, 19, 14, 8, 15, 6, 13, 1, 4, 7, 9, 18, 2, 17]",350.9031676,"[[5, 3, 0, 12, 11], [16, 19, 14, 8, 15], [6, 13, 1, 4, 7], [9, 18, 2, 17, 10]]",764.9363411
20,30,100,15,3,4,0.4,145,35,"[15, 0, 11, 12, 7, 3, 9, 1, 4, 13, 18, 6, 2, 19, 14, 8, 16, 17, 10, 5, 15]",370.2270211,"[[7, 3, 9, 1, 4], [13, 18, 6, 2, 19], [14, 8, 16, 17, 10], [5, 15, 0, 11, 12]]",788.0340407
20,30,100,15,3,4,0.4,160,25,"[5, 11, 0, 12, 3, 9, 7, 4, 1, 6, 13, 18, 8, 16, 2, 19, 14, 15, 17, 10, 5]",351.8040998,"[[3, 9, 7, 4, 1], [6, 13, 18, 8, 16], [2, 19, 14, 15, 17], [10, 5, 11, 0, 12]]",855.5235954
